TC5_W35,TC6A_W35,TC6B_W35,SNSA_W35,SNSB_W35,SNSE_W35,SM6A_W35,F_SEX_FINAL,F_CREGION_FINAL,F_EDUCCAT_FINAL,F_RACECMB_RECRUITMENT,F_AGECAT_FINAL,F_INCOME_FINAL,F_IDEO_FINAL,SM6B_W35,SM8A_W35,SM8B_W35,SM8C_W35,SM10A_W35,SM10B_W35,SM10C_W35,SM10D_W35,SM10E_W35,SM11_W35,SM3_W35,SM7_W35,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,WEIGHT_W35
3,3,3,1,0,1,2,2,3,1,2,2,4,3,3,1,2,2,2,2,2,2,2,1,2,1,-1.3052944406737623,-0.1283740473177861,-0.6529679560618775,-0.8180901963233946,-1.1350866520247325,0.6982306621560797,0.2609706973851179,0.4497582787788832,1.5909888979066271,0.2313387565
1,1,3,1,0,0,3,1,2,1,1,4,9,3,1,2,1,2,2,2,1,2,2,2,2,3,-0.01813226828867965,-0.3687466784492265,-0.4973826809711464,0.31032132673882823,0.7483057758328263,-1.019764302401117,0.15486836514884747,0.7964810271861352,0.4373731366444323,0.096979744
3,3,2,1,0,0,1,1,2,1,2,3,9,5,2,2,2,2,2,2,2,2,2,2,1,2,-0.6365860530996827,-1.0932354584035227,-0.8380081826025468,-0.026147377837492783,-1.3560502730692883,0.9131899594011431,-1.2429203141721012,0.5242221621588792,-1.5312317461261689,0.1247109157
3,3,3,0,1,0,3,2,3,3,1,4,4,3,3,2,1,2,2,2,2,2,2,2,2,2,1.2307650052206365,0.9260822856562821,0.2391896662216106,0.696813780259922,-0.06472537723104249,-1.1398362861765827,-0.5537081929119619,-0.04260987017078578,0.41484940979649576,0.3439285433
2,3,1,0,0,0,2,1,3,1,1,4,9,2,1,1,1,1,2,2,1,2,2,2,2,1,-0.5900128647945764,-0.14208733437370086,-0.02211408979456689,-0.6259925902346503,1.2771496228805135,-0.1597132577358825,-0.5989590627348426,-1.2022878090240168,-0.34494798181555286,0.1320330329
3,3,1,1,0,0,2,2,3,2,1,3,9,2,3,2,2,2,2,2,2,2,2,2,2,1,0.7481008897334773,0.8175974938018323,0.6431748907656542,-0.15414675218150245,0.4883714577668565,-0.29251200230437224,0.44485534671283694,1.257627116340718,-0.7667682719514998,2.6379925247
2,3,3,1,0,0,3,2,2,3,1,4,2,2,3,2,2,2,2,2,2,2,2,2,2,1,-0.54565670808739,1.192213365046737,0.9004029432442,-0.8596758075999473,-0.02767980762447623,-1.060546501661501,-0.16254022397942802,-0.35494548106943075,1.6184861551458924,3.1084628448
3,1,2,1,1,1,2,2,2,2,5,3,6,4,1,2,2,2,2,2,2,2,2,2,2,4,0.2681226798030079,0.05672556630593154,-0.12722701307019715,-0.7462463033901751,-0.192716578127694,-0.8404632355568608,-1.5595355078926159,-0.5846734157768865,1.8057866515285461,1.2011070113
1,1,1,1,0,0,3,2,1,3,1,3,2,2,3,2,2,2,1,2,1,1,2,2,1,2,-0.5179639846404229,-1.828141140448048,-0.18528882866734514,0.775495970527918,0.21458460664262569,-0.3264583477173072,-1.0278388785793924,0.8506678205007213,-0.5214135783012316,1.7779818571
1,1,3,1,0,0,3,2,3,1,1,3,8,4,2,2,2,2,2,2,1,1,1,2,2,4,-1.3106822063304517,-0.03188977633118066,-0.10283928371830886,-0.6871065105679939,0.283936408010635,0.536294506694537,1.1026206949082678,0.7639284053130735,-0.46823183491537523,0.1187688868
1,3,1,1,0,0,1,2,3,2,1,3,7,3,2,2,2,2,2,2,2,2,2,2,2,2,0.9215172899196726,0.7097614236365639,1.7180936980346768,1.1611768018312667,-0.9463499813629636,1.2572903380285994,0.3244977970401667,0.13910610244748395,1.0776602814261749,0.8974848426
3,3,1,1,1,0,1,1,3,1,1,4,9,3,3,2,2,2,2,2,1,2,2,2,1,1,-1.1529099688094169,0.5299980982321585,-0.19601370122757236,0.33569268189537566,-0.8878979246551902,0.39363837536403073,-1.4396419669914713,-0.07905572296157705,-1.464985986099141,0.1049493339
3,3,3,1,0,1,1,1,1,2,1,3,6,4,3,2,2,2,2,2,1,2,2,2,1,3,1.2413191329600872,-0.28479824860381053,0.46971101990975944,-0.15517833856336125,0.18212494493538373,1.6032941954152868,-0.5306087124011035,0.1671958607256957,1.3789549058430515,0.4075525378
1,1,3,1,0,0,1,2,3,9,1,4,8,5,2,2,2,2,2,2,2,2,2,2,2,3,-0.17487246136563972,1.024510895753256,1.4142243986322425,1.5839949229876407,1.4259532510335335,-1.4139352307759772,-0.6020929864192054,-2.0492480292490862,0.20973263435659087,0.1005546558
3,3,1,1,0,0,2,1,3,1,1,4,9,2,1,2,2,2,2,2,2,1,2,2,2,1,-1.0670941455121448,1.0258891817146767,0.5401873594877127,-1.2263884288448346,1.4490323811646664,-0.46940361329649716,-0.8210518982626334,1.680608699931073,0.6114049476126683,0.1085446508
1,1,2,1,0,0,1,2,2,1,1,3,5,3,1,2,2,2,2,2,2,2,2,2,2,2,-1.4943143914825687,1.8392687695499408,1.2559135493468894,1.473909584773865,-0.22833265338897502,-0.008061387802737638,-1.6280139580412483,-0.37522146835050396,-0.720997476638002,0.7923899658
1,1,3,1,0,0,1,2,4,3,1,4,5,4,3,2,2,2,2,2,1,1,2,2,2,1,-0.9166230122367459,-1.061575764402132,0.1510465487197516,0.23713859214666222,0.22501590752730788,0.2517659898872034,0.34972948427124906,-1.3872944069320534,-1.4687622475960813,1.744454755
2,3,2,1,0,0,3,2,2,1,1,2,7,3,3,2,2,2,1,2,1,1,2,2,2,1,-1.1885776589132715,1.4725069877952612,1.8381817952936663,-0.8101491923664241,-0.4856135196415087,-1.004608816004958,-1.8074947427661585,0.7719965196724606,0.6508358525891091,0.2424336889
1,3,3,0,0,0,3,1,3,1,1,1,7,3,3,1,2,2,2,2,2,2,2,2,2,2,-0.9264855057632405,0.7065977591259383,1.514353644062448,-0.3908383859473511,2.173962864740067,0.11692279014610543,0.8226590832749113,-1.2252488970788642,1.513938684752249,0.3699598792
3,2,1,1,0,0,3,1,2,1,1,4,8,1,3,2,2,2,2,2,1,2,1,1,2,1,-0.2227014439831605,-0.9424784032934237,-0.23824661225801017,0.05320893885190676,-0.008226837459457306,-1.0017430661212787,1.2853724857540036,-0.44119771377095424,-0.49755749452111114,0.2202243334
2,3,1,1,0,0,2,1,3,1,1,2,8,3,1,2,2,2,2,2,2,2,2,2,2,1,-0.8957472449627061,0.7907607424187497,-0.19185080393990922,-1.1179301093073348,0.9747803088864924,-0.35870002835681303,2.252923654705231,-0.8641617355153157,1.5383157463464283,0.5742476898
3,3,3,1,0,0,3,1,3,1,1,2,8,3,3,1,1,2,2,2,1,2,2,2,2,2,0.35514142156431666,-1.0938209474454066,-0.3684447801022897,-0.7689150086862131,-0.48379880581002516,1.1457947111666904,0.2985422977927738,0.06447586467472567,0.44852998981362086,0.1657433353
1,3,3,1,0,0,2,2,3,3,1,2,3,4,2,2,1,1,1,2,2,1,2,1,2,2,-0.04060971913224682,-1.2615750298539228,-0.3320666702481777,0.6589828166044854,-0.4639268400995334,0.9168550940376996,-0.06770504421412157,-0.14831490228408556,0.2787802073025898,0.3346330187
3,3,3,0,0,0,2,1,1,1,4,2,9,2,1,1,1,2,2,2,2,2,2,2,2,1,-0.1936561290838938,1.1456650434151197,-1.9595809899219832,-0.618983586211907,-0.8763594733169812,-0.9065263507641003,-1.9477257016914316,2.5976625549329997,1.6163970824110336,0.2744322781
3,3,3,1,0,0,1,2,3,2,1,2,9,3,3,2,2,2,2,2,1,2,2,2,1,2,-0.02479149633324327,1.475555576955758,-0.5413673340611739,0.46965389411753167,-1.7062328095219166,0.2718723162645797,-0.13619468998304332,-0.7115483904930924,-0.5895419047824713,0.3992354204
3,2,1,1,1,0,3,1,3,1,1,3,9,1,3,2,2,2,1,2,1,1,2,2,1,1,-0.6930481974490466,-0.5513366501733783,0.7348152811363868,-0.05813924772905958,0.19682135721428337,-0.7368070569808316,-0.21178598829288506,0.05069389173550382,0.5463756092053189,0.2214260425
3,1,1,1,0,0,1,2,4,1,1,3,8,4,3,2,2,2,2,2,1,1,1,2,2,2,0.5936766980522923,-0.3861005543662427,0.36597552069938494,-0.44279864515832357,0.17034828769909643,-0.040194107053062866,-1.5676847971817693,-0.5309698171158359,-0.5287874369566676,0.1436458586
2,3,3,1,0,0,3,2,3,3,1,3,2,2,3,1,1,1,2,2,2,2,2,2,1,2,1.371396666345553,-2.3369202572649486,-0.23796907315671473,1.3094836848199976,1.3696562460951822,-0.28594308781291833,-1.4461850679761816,1.5987373609054862,0.26486094704891777,2.4149844962
3,3,1,1,0,0,1,2,3,2,1,3,6,2,2,2,2,2,2,2,2,2,2,2,1,2,2.0568496881067464,-0.1382584615206623,-0.5766885170700976,2.317392663350518,-1.190850758931424,-0.8828292039298732,0.2795471775551423,-0.007285305655888585,-0.010626930249124391,0.2866725425
2,3,1,1,0,0,2,1,2,2,1,4,4,1,2,2,2,1,2,2,1,2,2,2,2,1,-1.2692788963119752,-1.2715686272784765,-0.2465867880445413,-0.135164699545945,-0.42148287897856956,0.3641776482117127,-0.20057435347797334,0.8333731277779344,0.5965559002413579,1.5148462342
1,2,1,1,0,1,1,1,4,2,1,3,5,3,3,2,2,2,2,2,1,1,2,2,2,1,0.3030179062724105,0.8917641956022598,-0.0570189346956667,-0.45140101041741443,0.026711231889221518,-0.12237012064629534,-1.3327339913918703,2.2447725816333848,-0.5621062776377143,0.7696002163
1,2,1,0,1,0,2,1,4,2,1,3,5,3,3,2,2,2,2,2,2,2,2,1,1,1,-1.3073420205933521,0.6752907444229019,0.0482476869817766,-0.5647104562551489,0.7389014802729271,-0.3143877235628563,-0.28644329516088285,-0.1877856436870562,0.5730772199886526,0.6481723627
3,3,1,1,0,1,3,2,2,3,1,4,5,2,3,2,2,2,2,2,1,2,2,2,2,1,-0.584618497719878,0.1385201299417223,-0.1863329207669739,-0.703331021914629,-0.5288389512170693,0.4985949620738036,0.46110957720823487,0.9634492485594365,-0.5336843961866164,0.3989940573
3,3,1,1,0,0,3,2,1,1,3,2,9,3,2,2,2,2,2,2,2,2,2,2,1,3,-1.0061443929167604,0.628862019831512,-0.338584500725469,0.8767702146979317,0.060661822611018115,0.3873125904845275,-0.30794815070756415,-1.4062578080513273,-0.7208580339780937,0.3578886876
2,1,1,1,1,0,1,2,2,3,1,4,5,2,3,1,1,1,2,2,1,2,2,2,1,2,0.35379104389828986,-0.8327213132288047,-1.2314707194185803,0.5528015858240058,-0.644402964642125,-0.4382126309941541,-0.35806989126314887,-0.9855651193235766,0.46894220265142644,0.7392077658
1,1,1,1,0,1,3,2,2,2,1,3,9,3,3,2,2,2,2,2,2,2,2,2,1,3,-0.9631558846719813,0.46345990903643436,0.7824550858033782,0.1290528054792166,-0.5507339800754099,-0.08399071908222798,-0.6853453806655869,-0.07085622445160646,-0.5405713278908095,0.62926855290000006
1,1,1,0,0,0,2,1,2,3,1,4,6,3,1,2,2,2,2,2,2,2,2,2,2,1,-0.8034127151099442,-1.3959003601131768,1.2640105963836452,-0.8727988017627986,1.0470011931057353,0.0905268629550959,-0.3339509976534873,0.02331996710896768,-0.38514314022999985,2.3179794804
3,1,1,1,0,0,3,1,4,1,1,4,5,5,3,2,2,1,2,2,1,1,1,2,2,2,-0.054091977153411665,-0.09485692608249624,0.2636409903220663,2.5332377101344514,1.4552396797625917,0.9711228085324861,-0.34192726931519385,-0.44516225302135726,-0.1002779194259436,0.3874517428
2,3,1,1,0,0,1,2,4,3,1,4,5,1,3,2,2,2,1,2,1,1,1,1,2,1,-0.017950049168630237,-0.8347040926068001,0.7723965260709458,0.7177057305108403,-1.2847149766769665,0.261469995866722,-0.5275415144228776,-0.7696563235881488,1.4440138340830175,1.0184318286
3,1,1,1,0,0,3,1,2,3,1,4,2,2,2,2,2,2,2,2,2,1,1,2,2,1,-0.06077817067003467,-1.4736357935352824,-0.3331208505380594,-0.5112243270837981,-0.27472220076179127,-0.832272350919261,-0.759592479056869,-1.208063213685331,1.7087592783543042,2.3986183019
3,3,3,1,0,0,1,2,1,1,4,2,6,3,3,2,2,2,2,2,2,2,2,2,1,2,0.04144879716941373,1.448836551729947,-0.4005463502474924,1.3456762075727269,-0.020127877902366406,0.723987706274057,-0.37454204267053265,-0.41439940232053635,-0.9386898332626149,0.3503559163
3,1,1,1,1,1,2,1,3,1,1,2,7,2,2,2,2,2,1,2,1,1,2,2,1,1,-0.17619829287779337,0.9534861077551142,-0.08176872567162229,-0.6822428049546579,0.007528789293818944,0.3008457546877908,0.038338584056907314,0.40403299573103313,-0.6106287867333559,0.1857291224
1,1,2,1,1,1,3,2,2,1,1,2,1,4,1,2,2,2,2,1,1,1,1,2,1,1,-0.9878751725509978,-0.27129076394715074,1.9055283664817184,0.19326532452377526,-0.10994124240212172,-1.090505970983087,0.6494649595258342,0.6627018723398437,-1.5267511750865341,0.1952398049
1,3,3,1,1,1,1,2,1,2,1,3,5,5,3,2,1,2,2,1,1,1,1,2,2,3,-0.01870987717042999,-0.5263262934571328,-0.7279248025498902,1.619612530842105,0.42900101540439617,-1.1140354767416907,-0.8540090674561589,-0.4183988223099595,-0.7365906799329147,0.9331656396
3,3,3,1,0,0,3,1,2,2,1,3,6,2,3,2,2,2,2,2,1,2,2,2,2,2,0.038323900519401474,-0.02265636384325961,0.5091400366120837,-0.4343612065371863,-0.5041992206319835,0.0044848216187181374,0.5083815023088466,0.20533891226489864,0.522989427225039,0.6710243266
1,3,1,1,0,0,1,1,3,1,1,3,8,3,3,2,2,2,2,2,2,2,2,2,2,2,-0.44381342992957296,0.4255202250123604,-0.857288794027826,0.703445576494506,1.1038289615471324,-0.43163698521166377,-0.0017554919199715515,0.10453624982855284,1.3492350901034273,0.1374166403
3,3,1,1,0,0,2,1,2,1,1,3,6,3,1,1,2,2,2,2,2,2,2,2,2,1,0.981270941638903,1.2632614938130295,-0.6562854799363437,-0.7670086445210917,-0.437147330895494,0.15001005242329757,-1.5139747458096648,1.1400506290656378,0.44016054415250194,0.0922839966
2,1,1,1,0,0,3,1,2,2,1,2,4,3,3,1,2,1,2,2,1,2,1,2,2,2,1.9756343385519521,-0.8095268082429028,-1.374185142762355,-0.06096805226833972,-0.4552737380736986,0.7091104528186325,-0.10203349138248233,0.8090956688355853,0.17807360166269606,0.8623172358
1,1,1,1,1,1,1,1,1,1,1,3,9,4,3,2,2,2,2,1,1,1,2,2,2,3,0.46014227062441415,-1.2391368643684475,0.26677116940117584,-0.1522841323014184,-0.2555097581682923,-0.8988532159540735,-0.1274981454460946,-0.2430241283479301,0.5902099031637041,0.1537195673
1,3,3,0,0,1,3,1,3,1,1,3,8,3,3,2,2,2,2,2,1,2,2,2,2,3,-0.05254396312734621,0.7487836934754993,0.17100904834856331,0.4619369170404498,-0.07964710596848405,0.2224452929787012,-0.6652666578730526,-0.36724147863351747,-0.7072678674964606,0.5010418575
1,2,1,0,0,0,2,1,3,1,1,3,6,2,1,2,1,2,2,2,2,2,2,2,2,1,-0.7195769724520512,1.2193249749533166,0.5540712543272504,-0.5921844767880821,0.7164550858385988,0.45107165887397604,-0.2520110923999677,0.25991394933421036,-1.519647838356902,0.0922839966
3,3,1,1,0,1,1,1,3,2,1,3,8,2,2,2,2,2,1,2,2,2,2,2,2,1,0.33352830277938567,-0.5472845491389707,-0.5326071770468718,-0.010465639836195972,-0.798050949538872,-1.0667929686323738,-0.1968416210360019,0.3741800158046236,1.561324228456794,1.3913270745
1,2,1,0,1,0,3,1,2,1,1,4,6,1,3,2,2,2,2,2,2,2,1,2,2,3,-0.7637914975551743,-0.8974010685329648,-0.056038669445001854,0.7658460528635856,0.5814894270975991,-0.09707773655920542,1.265595403569081,-0.5244780212850321,-1.6710076356093024,0.1704882858
3,1,3,1,0,1,1,2,1,1,1,3,8,5,2,2,2,2,1,2,1,1,1,2,1,2,-0.06089516172119116,-0.8279030367626182,-1.3877589955225718,0.7501083082273886,-0.7385496599104517,-0.08907929238379768,-0.05159823598125692,0.04552502633300972,1.3953912632480203,0.2571162253
1,3,1,1,0,0,3,2,3,2,1,4,4,1,3,2,2,2,2,2,2,2,2,2,1,1,-0.06570535279845202,1.3071555003114745,-0.040464849038110304,-0.2805325560260334,-0.8700163403718014,-1.0270897164000206,0.4367122111549889,0.8583906723053091,-0.5042726808679058,0.6454811764
1,1,3,1,0,0,3,1,3,2,1,3,9,5,3,2,2,2,2,2,1,1,1,2,2,1,0.2660370764273084,-2.163417018549321,1.6394282129653412,-0.8878463221837584,-0.3066755866363962,-0.9232604828300436,-0.015762921039502636,-0.3347063339236908,0.731945094204892,0.3766279404
1,3,1,0,0,0,2,1,3,2,4,4,6,2,2,2,2,2,2,2,2,2,2,2,2,1,-1.4014075584154186,1.3318041949094208,0.7711857758282588,-0.9247297743904538,0.23557873151582862,0.5758574951939308,-0.7500785656735381,-0.35424305605234224,1.6828881950470453,0.7174817065
3,3,3,1,1,1,1,2,3,2,1,4,8,5,2,2,2,2,2,2,1,1,2,2,2,3,-0.5165219610240126,1.358891907680294,-0.5676141132502709,0.39087844256858995,-0.09103496590157463,1.8325522579668596,0.11376313318174507,-0.4378047699914843,-0.7524805257203786,0.5055496352
1,1,3,1,1,1,3,2,4,1,1,4,8,4,2,1,2,2,1,2,2,1,2,2,1,3,-0.9663723353806414,1.4571911116822835,1.2818177388300118,-0.4143661908836598,-0.3449180236022682,0.5443062318810015,-1.698904401339954,-0.47751066074403165,1.635325348080171,0.1304503766
1,1,3,1,0,0,2,1,2,1,1,3,8,5,3,2,2,2,2,2,2,2,2,1,2,1,-0.9651824161642196,1.329567316864775,1.4914821817752142,-0.881180857120941,0.6662339263544864,-1.0744639181019184,0.07709396612129671,-0.6958425436745875,-0.2891592103013699,0.4152182699
1,3,3,1,0,0,3,1,4,1,1,4,7,3,1,1,1,1,2,2,2,2,2,1,2,3,-1.088135680035751,-0.38426634515401603,-0.2470021387968632,-0.6718567687645783,0.6461829940050754,-0.040723751558861966,-0.8560102097805631,1.2387115721793345,-0.4586398175866002,0.3705137093
1,1,3,1,0,0,1,2,4,1,1,3,9,4,3,2,2,2,1,2,2,2,1,2,2,1,1.4271984684590173,-0.5724026430816295,1.8123005187156425,-0.5403931761833738,1.462939393933457,-1.1267735951308737,-0.5713414946488645,0.09841095632887582,-1.733550427581261,0.2230649056
3,3,3,1,0,1,1,1,3,1,2,2,8,3,1,1,2,1,1,1,1,1,1,2,1,3,1.2653376443211883,-0.2706412629580677,0.07055800197802908,0.10695974197805891,-1.5372878590592212,1.2599347199800937,-0.734266772055813,-0.5134582619600558,1.4104380628172064,0.6242579347
1,3,1,1,1,0,1,1,3,1,1,4,7,2,3,2,2,2,2,2,2,2,2,2,2,2,0.6980829596355076,0.658715092725965,-0.39534450526534554,0.2304384105473162,0.38674633548484233,1.6783402388145523,0.6770259603514798,0.25568164462946597,1.2297699103823225,0.4188320304
1,3,3,0,1,0,3,1,4,1,1,3,8,4,3,2,2,2,2,2,1,2,1,2,2,2,-1.0627582254743344,0.508453167750264,-0.26321704072013924,0.45596121954004165,-0.30499445688213844,0.24643811019772788,-0.03751451655063956,-0.815360728380336,-0.6064885091607609,0.439584527
1,3,3,1,0,0,3,1,1,2,1,3,2,3,3,2,2,2,2,2,1,2,2,2,2,2,-0.332014050959078,-0.6962141089724712,0.6138374640330012,-0.3632173346366214,-0.03144319243929379,0.31039799727279926,0.09735872864454281,0.4320641114764871,-0.4236626774438194,0.1221231612
1,3,1,1,0,0,1,1,2,2,1,4,7,2,3,2,2,2,2,2,2,2,2,2,2,1,0.8669633540780277,0.23781960660525503,-0.3274630077382517,-0.5507754637438452,0.43868526685644443,0.7766018902948467,0.660586373184899,0.5517749354971792,-0.6422985319675405,0.3195572245
1,1,1,1,1,1,3,1,3,2,1,4,7,2,3,2,2,2,2,2,2,2,2,2,2,2,-1.3087451234186487,-0.1995147220829081,0.7895336365608974,-0.14864674407346212,0.5404857307171836,0.4437700589007645,-0.25654685532304583,-0.046943045056646523,0.4994449226847543,0.1351801974
1,1,2,1,0,1,2,2,1,1,1,2,4,4,1,2,2,2,2,2,2,1,2,2,2,4,-0.8731154737391783,1.3214245330099328,1.6904650014844744,-0.38201987981305374,1.0558659627822913,-0.7229245946285345,-2.1411954368578985,1.9136450656016832,-1.6591017995062778,0.2437079237
3,1,1,1,0,0,3,2,2,1,1,2,4,3,3,2,2,2,2,2,1,2,2,2,2,4,0.04138036302692784,1.0639160462235628,1.4552519052225936,-0.7355900709126874,-0.3095841599195391,-0.9560037432780742,0.7906150053924448,-0.08560987709861811,-0.6166174492138213,0.3071801335
1,1,1,1,0,0,1,2,4,1,1,4,6,1,2,2,2,2,2,1,1,1,1,2,2,1,-0.07616681501277338,-2.011809467900987,0.21022848618082063,-0.023472018072184003,1.2211638723430576,-0.8955476845598389,-1.6422053415150044,1.7123268748383154,-0.4919884993846198,0.271036254
3,1,3,1,0,1,1,2,4,1,1,2,9,3,3,1,2,2,1,2,2,1,1,1,2,3,1.22268602130153,0.1710227351979498,-0.7643217718995755,0.6452250157141239,-0.5461629181792299,0.2518734553503925,-0.4413890631356505,0.4867437821085705,0.16075628042243117,0.2599678827
3,1,1,1,0,0,1,2,2,1,1,4,8,4,2,2,2,2,2,2,2,2,1,2,2,3,0.11718279170614306,1.5764145043551676,0.5937090710447297,1.800022292946383,-1.6894574121198898,0.09021761694003128,-0.9541121087769099,0.2095072478968665,0.09879838792029075,0.2296757014
1,3,3,1,1,0,3,1,2,1,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,-0.7240159738713735,0.6562783863390714,-1.0575483396529626,-0.24869788709257729,1.1408313334541802,0.3294886564470805,-0.708113449158219,-0.02885292759145688,0.4501054711156852,0.463431717
1,1,1,1,0,0,3,2,3,3,1,4,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2.0689864116183805,0.1646704909306288,0.7638052775310887,-1.2926404660147022,-0.45361912930000126,1.352035655887244,1.8501450604246032,0.3237626967602846,1.2890149263914792,1.8494948924
1,3,3,1,1,0,1,1,3,1,2,3,7,3,2,2,2,2,2,2,2,2,2,2,2,2,0.3504735646017214,0.4491018143237426,0.5647702849421592,1.9056983546365278,1.5103543385005014,0.8205392974069453,2.13496554046948,-1.1237600702562742,0.9264696495828499,0.7757660871
2,3,3,1,0,0,3,1,4,1,1,2,8,3,3,1,2,1,2,2,2,2,2,2,2,1,0.19455025625800654,1.2387317483352196,-1.5326082660903184,-0.48494983492926214,0.8942302937858695,0.18622972891793302,-0.6173474015625541,0.8050282785155423,0.39203242110757663,0.150640422
1,3,1,1,0,0,3,2,1,1,1,4,8,3,3,2,2,2,2,2,2,2,2,2,2,4,0.08999345071875799,0.12736855245110462,1.9602497602125648,-0.36016137006669907,-0.1371174380659187,0.49570353719249677,-0.3950898466714534,-0.6309121453884816,-1.5187525627935996,0.2158188807
3,3,3,1,0,0,1,2,3,3,1,3,2,3,3,2,2,2,1,2,2,2,2,2,2,3,0.9056967818600516,0.38483100253426494,0.354321096873105,1.2652551539082562,-0.6404179897821729,-0.41732746753415845,-0.30476162657024963,-0.37259842082480665,-0.822178508289454,2.0215698956
3,3,3,1,0,0,3,1,1,2,1,3,6,3,3,2,2,2,2,2,1,2,2,2,2,2,0.1661292296824486,-0.8268664257027292,-0.8401708016506916,-0.7465339701000387,-0.21929440216624035,0.049596898367180044,-0.6056762812272566,-0.1318446780216727,0.6621737357169089,0.5382690551
1,1,1,1,1,1,2,1,4,1,1,3,9,2,3,2,2,2,2,2,1,2,2,2,2,1,-0.7254437588700625,0.28075666422679146,0.5495626283175444,-0.19482716808875583,1.0758666414927354,-1.1526818095070424,-0.004649851121584062,-0.17146263293443048,1.587618304425116,0.1323684647
1,1,2,1,0,0,1,2,2,1,1,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1.2198390686987861,0.7609473007717329,-0.7040468874407418,1.1248491171718609,0.15400792069958774,-0.4641043705427909,-1.442901854301537,0.537230842064546,-0.8548109114886853,1.009434397
3,3,1,1,0,0,2,2,3,3,1,4,5,1,1,2,2,2,2,2,2,2,2,2,1,1,-1.0636762247762552,0.6630785620328463,-0.5087484284234367,-0.12497473650906267,2.160253145820779,-1.0382192262462984,-0.7656227955795433,0.4425403693674901,-0.519060682517876,3.0241217658
3,3,3,1,0,1,3,2,1,1,1,2,9,5,3,2,2,2,1,1,1,1,1,2,2,3,-1.1266923623886442,0.21388901835904545,-0.5641201413706087,0.15660356101699796,-0.6845567077915098,-0.8278889038372692,-0.01644509550192934,-0.19132974636251987,-0.499018710062165,0.3185838723
1,1,3,1,0,0,3,2,3,3,1,4,3,2,3,2,2,2,2,2,2,2,2,1,2,3,0.7793683707264051,-0.13873476921629668,0.5341191215213261,-0.7986389182725572,-0.5309064359220688,1.0618638659960007,-0.6010380088402075,-0.5982162873282919,0.48655266021449206,1.1850650919
1,3,1,0,0,0,3,1,4,2,9,2,8,2,3,2,1,2,2,2,2,2,2,2,2,1,1.8233701750126041,-0.9140284041859136,-2.2718479288951525,2.5094094046908055,3.272317561081873,2.1574759821822465,2.182929319862315,-1.565537082429864,0.5938730583670215,1.0430952911
3,3,1,1,0,0,2,1,2,3,1,3,5,2,1,2,2,2,1,2,1,1,2,2,2,2,-0.2375124509523484,-0.4577063224290433,0.14508283241444944,-0.7185512479171038,-0.41851288593161584,-0.23359933682857448,0.41526426387218973,-0.42411769068246274,-0.46281463453158245,0.5204636043
1,1,2,0,0,0,2,2,4,3,1,3,3,5,1,2,2,2,2,2,2,2,1,1,2,4,-0.9987972040769642,1.1487005769750516,1.6930384346655034,-0.8414248582039285,-0.29567053688472283,-0.8997678330731955,-1.2889188074301405,2.0337144211828693,1.6364795613449594,0.8178281886
1,3,3,1,0,0,3,2,1,2,1,4,8,4,3,2,2,2,2,1,2,1,2,2,2,3,-0.9336334208494278,-1.8832341841850642,-1.797602112182231,0.4554145273738042,0.5069395333213434,-0.8549476364230979,0.6644007840314153,0.04960778774255635,0.40448415136599214,0.2694935857
3,3,1,1,0,0,2,1,3,2,1,4,7,2,2,2,2,2,2,2,2,2,2,2,2,2,0.8776590001920073,-2.0247527079133216,1.2960104640822534,-0.3757091124045203,-0.08496190366916867,0.3610815408618325,0.8850157687849158,1.071208967157351,1.5080287233255782,0.5995678909
2,2,1,1,0,0,1,1,2,1,1,2,8,1,3,1,2,2,2,2,1,2,2,2,1,1,-0.7833165905378727,0.3900519719072943,-0.16425500568584805,0.5595559579547222,-0.0744171858894866,-1.1212436289194372,-0.13210719943149055,-0.1857810749568254,0.449907341340465,0.1652611972
3,1,1,1,0,0,1,2,4,1,1,4,5,3,3,2,2,2,2,2,2,2,2,2,2,2,1.8906707200487212,-0.20277258388030506,-0.14405999573116474,0.042638109223729334,-0.06087660057898046,-0.44142902360515446,-0.09520320052081452,0.7149775474106815,1.3589930343995276,1.0268324272
3,2,1,1,0,0,3,1,1,2,1,4,7,2,3,2,2,2,2,2,2,2,2,2,2,1,-1.3327066120082083,0.9706225677019449,0.33207383757654996,-0.7668872131908104,-0.8344880484299243,-0.29941652774575167,-0.6391098493615652,1.891715340989083,1.6081458029810436,0.6653720912
3,1,1,1,1,1,1,2,3,2,1,3,6,1,3,2,2,2,2,2,2,1,2,2,1,2,0.23113465800692498,0.17075546965158594,-0.27109549339338995,0.8637689063613236,-1.1295014464947584,-0.17995694919409974,-0.2195501397778451,0.6190128116336976,0.18900057211114218,0.3709695879
3,1,1,1,0,0,1,1,3,1,1,4,7,3,2,2,1,1,2,2,1,2,2,2,2,2,0.0028331061010620218,0.19293927070867695,-0.5411667472104055,2.0243141165008267,-1.0384162504105114,0.7096137119552112,0.3085959905496946,0.13290833324297052,0.046023759433271125,0.2452349147
